City,Accommodation,Apartment Name,Furnishing,Tenant Preferred,Availability,Carpet Area,Floor,Facing,overlooking,Bathroom,Balcony,Rent,Description
pune,"2 BHK Apartment for Rent in Konark Campus, Viman Nagar",Konark Campus,Furnished,Bachelors,Immediately,900 sqft,4 out of 6,East,"Garden/Park, Main Road",2,1,"₹40,000","Looking out for a flat for rent? Rent flats of 2 BHK in the well-connected locality of Viman Nagar. This charming flat available on rent is part of the Konark Campus. The rental rates are quite justifiable and set at an amount of Rs 40,000/-. You just have to deposit an initial booking amount of Rs 120000/-. We are selective about renting out the flat and the type of tenants preferred are Bachelors. Some premium add-on facilities bundled with the flat are air conditioned, jogging and strolling track, outdoor tennis courts, laundry service, internet/wi-fi connectivity. It is well placed and enables a view of garden/park, main road. Also, it features 1 balconies that are spacious. The flat listed for rent boasts of 2 sizable and aesthetically designed bedrooms. Designed to meet your modern needs, the flat comes furnished. Studded with almost all the features, the flat is immediately available for rent. "
kolkata,2 BHK Apartment for Rent in South Kolkata,None,Furnished,Bachelors/Family,Immediately,1000 sqft,2 out of 2,None,None,2,2,"₹20,000","If you are planning to rent a flat, you can consider this 2 BHK flat situated in the prime location of South Kolkata. The Rent amount is set at an attractive price of Rs 20,000/-. We have some choices in term of preferred tenants to let out the flat and the tenants preferred are Bachelors/Family. It also has 2 balconies. The flat listed for rent boasts of 2 sizable and aesthetically designed bedrooms. A beautifully designed abode, the flat is furnished. The flat is immediately available for rent. "
kolkata,"1 BHK Apartment for Rent in Greenfield City, Behala Chowrasta",Greenfield City,Unfurnished,Bachelors/Family,Immediately,None,Ground out of 4,None,None,1,None,"₹5,000","If you are planning to rent a flat, you can consider this 1 BHK flat situated in the prime location of Behala Chowrasta. The spacious flat offered on rent is part of the popular project Greenfield City. The rental amount of the flat is an affordable Rs 5,000/-. We have some preferences about the tenants to rent the flat and the preferred tenants are Bachelors/Family. The flat available on rent features 1 spacious bedrooms. A beautifully designed abode, the flat is unfurnished. Studded with almost all the features, the flat is immediately available for rent. "
kolkata,3 BHK Apartment for Rent in Kalikapur,None,Semi-Furnished,Bachelors,Immediately,None,2 out of 4,South,"Garden/Park, Main Road",2,2,"₹15,000","Freshly painted 3BHK apartment located on 2nd floor out of 4 floors immediately available for rent in Purbalok locality of Kalikapur. Two balconies and two bathrooms with one Commode and one Indian style toilet. Well ventilated and good natural lighting available in the flat. Lift available. Covered garage available on the ground floor and charges separate. Near Lal Singh rickshaw stand and walking distance from AMRI, Medica and RN Tagore hospitals"
kolkata,"3 BHK Apartment for Rent in South City Garden, New Alipore",South City Garden,Furnished,Bachelors,Immediately,None,2 out of 11,East,"Garden/Park, Pool, Main Road",2,1,"₹35,000","full furnished flat available on rent at South City garden near Rabindra sarovar metro on 2ad floor with lift at carparking with power backup at Gym,community hall,s.paul, Do you want to rent flat for accomodation? Consider 3 BHK flat in the popular locality of New Alipore. The spacious flat offered on rent is part of the popular project South City Garden. The rent amount of the flat is very competitive and set at an amount of Rs 35,000/-. Plus you need to pay a booking amount of only Rs 90000/-. We have some choices in term of preferred tenants to let out the flat and the tenants preferred are Bachelors. The flat comes with some add-on facilities such as outdoor tennis courts, laundry service, internet/wi-fi connectivity, ro water system, service/goods lift. The flat is strategically located near b l shah road. It provides an amazing view of garden/park, pool, main road. The flat also has 1 balconies for a multiple usages. This flat on rent comes with 3 well planned bedrooms. The flat is well-designed and comes furnished, with a unique appeal. It is immediately available for rent. "
kolkata,"3 BHK Apartment for Rent in Diamond City North, Jessore Road",Diamond City North,Semi-Furnished,Family,Immediately,922 sqft,2 out of 6,South,"Garden/Park, Pool",2,1,"₹24,000","Multistorey apartment is available for rent. It has carpet area 922 sq-ft, it is 3 BHK apartment. Please contact for more details. If taking a flat for rent is on you mind, you must go for 3 BHK flat in Jessore Road located at the heart of the city. The state-of-the art flat available on rent is part of the Diamond City North. The Rent amount is set at an attractive price of Rs 24,000/-. We have some choices in term of preferred tenants to let out the flat and the tenants preferred are Family. Some added-on facilities available with the flat are jogging and strolling track. Also, it overlooks garden/park, pool to offer a soothing view. The flat has 1 covered car parking for your convenience. Also, there are 1 balconies in the flat. The flat available on rent features 3 spacious bedrooms. Designed to meet your modern needs, the flat comes semi-furnished. Owing to continuous demand, the flat is immediately available for rent. "
kolkata,2 BHK Apartment for Rent in Rajarhat Main Road,None,Semi-Furnished,Bachelors/Family,Immediately,950 sqft,4 out of 8,North - East,Main Road,2,2,"₹12,500","1bhk flats.. for family and bachelor Looking out for a flat for rent? Rent flats of 2 BHK in the well-connected locality of Rajarhat Main Road. The rental rates are quite justifiable and set at an amount of Rs 12,500/-. However, you will have to deposit a booking amount of Rs 25000/- if you wish to rent this flat. We are particular about whom we let out the flat to and the type of tenants preferred are Bachelors/Family. The flat is well-connected and positioned near bk block, salt lake sector 2. Also, it overlooks main road to offer a soothing view. The flat also has 2 balconies for a multiple usages. The flat listed for rent boasts of 2 sizable and aesthetically designed bedrooms. A beautifully designed abode, the flat is semi-furnished. Studded with almost all the features, the flat is immediately available for rent. "
kolkata,"2 BHK Apartment for Rent in Krishnapur, Keshtopur",None,Semi-Furnished,Bachelors,Immediately,900 sqft,2 out of 5,South - East,Main Road,2,2,"₹8,500",9 0 3 8 3 6 0 0 8 7 contact me. Restriction free marbel rooms available.1 RK 4000 1BHK 5000 2BHK 7000 3BHK 9000 AND FURNISH FLATS ALSO AVAILABLE Ready to move flat with light fans and basic other amenities available. 24 hrs water electricity and security guards available. 1month rent 1month deposits 1 month bakery. Atm shopping mall and 
kolkata,1 BHK Apartment for Rent in Kestopur,None,Unfurnished,Bachelors/Family,Immediately,None,3 out of 4,None,None,2,None,"₹6,000","Looking out for a flat for rent? Rent flats of 1 BHK in the well-connected locality of Kestopur. The rental rates are quite justifiable and set at an amount of Rs 6,000/-. We are particular about whom we let out the flat to and the type of tenants preferred are Bachelors/Family. The flat available on rent features 1 spacious bedrooms. A beautifully designed abode, the flat is unfurnished. The flat is immediately available for rent. "
kolkata,"2 BHK Apartment for Rent in Picnic Garden, Tiljala",None,Unfurnished,Bachelors,Immediately,550 sqft,2 out of 3,South - East,Main Road,1,1,"₹8,000","good place, near by market place, ATM, bus stop, auto stand, 24×7 hours water, and 1month brokerage Rent flats of 2 BHK in the prime locality of Picnic Garden, Tiljala. The rental amount of the flat is an affordable Rs 8,000/-. You just have to deposit an initial booking amount of Rs 20000/-. We are selective about renting out the flat and the type of tenants preferred are Bachelors. Some attractive additional facilities available with the flat are air conditioned. Strategically located near simla restaurant, em bypass, the flat is smartly located to offer seamless connectivity. Also, it overlooks main road to offer a soothing view. Also, it features 1 balconies that are spacious. The flat available on rent features 2 spacious bedrooms. For additional storage space, the flat is equipped with 1 store room. The flat comes unfurnished and is sure to appeal to you. Studded with almost all the features, the flat is immediately available for rent. "
kolkata,1 BHK Apartment for Rent in Tollygunge,None,Furnished,Bachelors/Family,Immediately,500 sqft,Ground out of 3,East,Main Road,1,None,"₹8,000", Multistorey Apartment faces East direction & is located at Ground floor. It offers an unmatched view of the Main Road in front. The Multistorey Apartment construction is more than 5 to 10 years old. High quality flooring of types Mosaic are available in different rooms. 
kolkata,"3 BHK Apartment for Rent in Greenfield City, Behala Chowrasta",Greenfield City,Unfurnished,Bachelors,Immediately,857 sqft,11 out of 12,South - East,Garden/Park,2,2,"₹15,000","This well designed 3 Bedroom Home is on 11th floor and it has furnished 2 bathroom You can get this Home on a monthly rental of 15000. Rent flats of 3 BHK in the prime locality of Behala Chowrasta. The spacious flat offered on rent is part of the popular project Greenfield City. The rental rates are quite justifiable and set at an amount of Rs 15,000/-. We have some choices in term of preferred tenants to let out the flat and the tenants preferred are Bachelors. Some premium add-on facilities bundled with the flat are bar/lounge, air conditioned, banquet hall, jogging and strolling track, outdoor tennis courts. It provides an amazing view of garden/park. Also, it features 2 balconies that are spacious. This flat on rent comes with 3 well planned bedrooms. The flat is well-designed and comes unfurnished, with a unique appeal. Studded with almost all the features, the flat is immediately available for rent. "
